data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,case_company,order_id,order_date,shipment_date,expected_delivery_timestamp,delivery_date,delivery_status,delayed_flag,delay_minutes,product_category,seller_id,customer_city,customer_state,order_value_inr,freight_value_inr,transport_mode,carrier,route_id,hub_id,vehicle_type,vehicle_capacity_kg,shipment_weight_kg,load_utilization_pct,number_of_stops,planned_transit_time_hours,actual_transit_time_hours,time_deviation_minutes,time_deviation_pct,distance_deviation_pct,route_efficiency_pct,weekend_flag,holiday_flag,peak_season_flag,traffic_level,weather_condition,hub_workload_pct,dispatch_delay_minutes,processing_time_minutes,fuel_efficiency_km_per_l,fuel_consumption_l,fuel_cost_inr,toll_cost_inr,transportation_cost_inr,estimated_delay_cost_inr,estimated_co2_kg,co2_per_km_kg,co2_per_order_kg,data_provenance
test,2018-09-29 00:41:37.726771,thanos::sroute:db0f8027-8ade-4411-9aff-b26adaae3993,Carting,trip-153818169772651050,IND785690AAB,Sonari_Central_DPP_1 (Assam),IND785682AAA,Sivasagar_Babupaty_D (Assam),2018-09-29 04:09:50.737900,2018-09-29 07:26:31.904261,196.0,False,38,2018-09-29 04:39:55,38.836218624880864,141.0,34.0,46.2565,4.147058823529412,6.0,1.0,2.2074000000000003,6.0,Delhivery,DLV-WAI-00001,2018-09-29,2018-09-29,2018-09-29 05:43:50,2018-09-29,Delayed,1,47.0,Apparel,SELLER-044,Sivasagar_Babupaty_D,Assam,1381.13,167.9,Road,Delhivery,IND785690AAB_IND785682AAA,IND785690AAB,LCV,2500,1686.2,62.69,3,1.567,2.35,107.0,314.71,-16.04,24.11,1,0,0,Medium,Clear,82.24,18.83,58.32,7.26,5.414,513.68,41.25,929.16,411.68,14.51,0.36904,14.51,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-14 02:00:15.727780,thanos::sroute:db49a46f-efea-4969-8563-783682cfc90b,Carting,trip-153689041572752608,IND110037AAM,Delhi_Airport_H (Delhi),IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),2018-09-14 02:00:15.727780,2018-09-14 06:21:53.483938,261.0,True,9,2018-09-14 05:45:31,9.301346011236074,19.0,17.0,15.8405,1.1176470588235294,19.0,17.0,15.8405,1.1176470588235294,Delhivery,DLV-WAI-00390,2018-09-14,2018-09-14,2018-09-14 03:17:15,2018-09-14,On Time,0,0.0,Home & Kitchen,SELLER-038,GZB_Mohan_Nagar_DPC,Uttar Pradesh,3254.62,99.59,Road,Delhivery,IND110037AAM_IND201007AAA,IND110037AAM,LCV,2500,1733.5,80.52,2,1.283,0.317,2.0,11.76,-41.28,89.47,0,0,0,Medium,Rain,82.02,10.67,243.14,6.93,1.944,181.84,18.46,546.8,0,5.209,0.38685,5.209,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-30 17:51:28.379954,thanos::sroute:ea719f23-0d12-478f-a068-368f3f462e5a,FTL,trip-153832988837969746,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-30 17:51:28.379954,2018-10-01 08:47:21.150599,895.0,True,132,2018-10-01 04:06:12,132.08098769784678,273.0,109.0,153.95579999999998,2.5045871559633026,107.0,26.0,36.3979,4.115384615384615,Delhivery,DLV-WAI-00391,2018-09-30,2018-09-30,2018-09-30 20:40:28,2018-09-30,Delayed,1,104.0,Sports & Fitness,SELLER-069,Chandigarh_Mehmdpur_H,Punjab,3766.1,482.87,Road,Delhivery,IND000000ACB_IND160002AAC,IND000000ACB,Heavy Truck,20000,4215.5,35,3,2.817,4.55,164.0,150.46,-14.21,39.93,1,0,0,Medium,Clear,74.51,34.98,626.49,3.5,37.737,3565.05,106.73,4577.68,633.44,101.136,0.76571,101.136,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-28 09:30:13.645552,thanos::sroute:75a84ec5-a02c-421c-96f4-1601912b7bb4,FTL,trip-153812701364529949,IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),IND587103AAB,Bagalkot_Sector4_D (Karnataka),2018-09-28 23:08:39.586866,2018-09-29 01:05:27.571384,116.0,True,22,2018-09-29 00:05:33,23.106330158173385,39.0,23.0,26.9675,1.6956521739130435,39.0,23.0,26.9675,1.6956521739130435,Delhivery,DLV-WAI-00392,2018-09-28,2018-09-28,2018-09-29 00:31:39,2018-09-28,On Time,0,0.0,Electronics,SELLER-100,Bagalkot_Sector4_D,Karnataka,4646.23,190.96,Road,Delhivery,IND591123AAC_IND587103AAB,IND591123AAC,Truck,12000,3676.7,35,1,1.383,0.65,16.0,69.57,-14.32,58.97,0,0,0,Medium,Cloudy,68.65,14.71,84.67,4.5,5.135,471.51,21.86,811.77,255.62,13.761,0.59556,13.761,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-24 05:12:53.848469,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,FTL,trip-153776597384821516,IND854326AAB,Purnia_Central_H_2 (Bihar),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-25 19:42:46.600186,2018-09-27 14:00:02.253887,2537.0,True,154,2018-09-27 06:13:29,154.84657004551624,277.0,172.0,215.6838,1.6104651162790697,31.0,81.0,82.5572,0.38271604938271603,Delhivery,DLV-WAI-00393,2018-09-24,2018-09-25,2018-09-25 23:34:46,2018-09-26,Delayed,1,45.0,Electronics,SELLER-134,Gurgaon_Bilaspur_HB,Haryana,2603.13,820.17,Road,Delhivery,IND854326AAB_IND000000ACB,IND854326AAB,Truck,12000,2433.5,35,5,3.867,4.617,105.0,61.05,-28.21,62.09,0,0,0,High,Rain,95.24,29.67,2263.0,4.5,40.74,3603.39,259.07,4612.07,351.09,109.184,0.59556,109.184,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-16 19:19:51.656543,thanos::sroute:69409580-4bf0-4bbf-96fe-9e7bc6582a27,FTL,trip-153712559165631535,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 23:01:15.597470,2018-09-18 07:35:50.258908,1954.0,True,1012,2018-09-17 03:52:09,1012.2112580645805,1645.0,909,1233.2177,1.8096809680968098,34.0,17.0,24.143099999999997,2.0,Delhivery,DLV-WAI-00394,2018-09-16,2018-09-16,2018-09-17 15:10:15,2018-09-18,Delayed,1,676.0,Home & Kitchen,SELLER-126,Pune_Tathawde_H,Maharashtra,3762.9,2379.84,Road,Delhivery,IND000000ACB_IND411033AAA,IND000000ACB,Trailer,30000,23013.8,71.43,17,16.15,27.417,736.0,80.97,-17.92,55.26,1,0,0,Medium,Clear,73.73,119.38,316.17,2.65,395.558,36203.56,1424.26,40900.48,1843.01,1060.096,1.01132,1060.096,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-14 17:14:36.476833,thanos::sroute:cd69fb4c-8a2d-4885-b9ff-c4819c6582a7,FTL,trip-153694527647660389,IND472001AAA,Tikamgarh_MndiRoad_D (Madhya Pradesh),IND485001AAC,Satna_Central_I_2 (Madhya Pradesh),2018-09-15 05:33:44.477520,2018-09-15 17:40:53.073086,727.0,True,22,2018-09-15 12:55:57,24.565183939223154,33.0,19.0,24.9911,1.736842105263158,33.0,19.0,24.9911,1.736842105263158,Delhivery,DLV-WAI-00395,2018-09-14,2018-09-15,2018-09-15 06:52:44,2018-09-15,On Time,0,0.0,Apparel,SELLER-052,Satna_Central_I_2,Madhya Pradesh,2070.17,178.02,Road,Delhivery,IND472001AAA_IND485001AAC,IND472001AAA,Heavy Truck,20000,14996.8,90.04,1,1.317,0.55,14.0,73.68,-1.7,57.58,1,0,0,Low,Cloudy,89.48,17.63,694.18,3.15,7.799,744.78,35.43,1206.71,237.13,20.902,0.85089,20.902,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-16 13:02:01.503146,thanos::sroute:6f20715d-5684-4595-a986-2836d48fc5b1,FTL,trip-153710292150289688,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-16 13:02:01.503146,2018-09-18 00:31:01.809475,2129.0,True,616,2018-09-17 06:54:04,616.4752769097579,1044.0,571.0,738.7541,1.8283712784588442,40.0,20.0,27.052400000000002,2.0,Delhivery,DLV-WAI-00396,2018-09-16,2018-09-16,2018-09-16 23:33:01,2018-09-17,Delayed,1,413.0,Electronics,SELLER-147,Bhiwandi_Mankoli_HB,Maharashtra,3264.03,2125.55,Road,Delhivery,IND000000ACB_IND421302AAG,IND000000ACB,Heavy Truck,20000,4413.3,35,9,10.517,17.4,473.0,82.84,-16.55,54.69,1,0,0,High,Clear,78.61,81.18,1085.81,3.5,179.412,16653.61,439.88,20136.63,1088.24,480.823,0.76571,480.823,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-18 06:06:52.407537,thanos::sroute:856cd744-5a7c-4aee-98c7-9d306433ef48,FTL,trip-153725081636383016,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2018-09-18 10:32:25.868493,2018-09-19 01:52:31.962755,920.0,True,396,2018-09-18 14:41:21,396.0851060609945,662.0,333.0,467.851,1.987987987987988,59.0,17.0,23.5892,3.4705882352941178,Delhivery,DLV-WAI-00397,2018-09-18,2018-09-18,2018-09-18 17:05:25,2018-09-18,Delayed,1,269.0,Apparel,SELLER-061,Ahmedabad_East_H_1,Gujarat,1703.07,1885.62,Road,Delhivery,IND421302AAG_IND382430AAB,IND421302AAG,Heavy Truck,20000,4576.4,35,8,6.55,11.033,329.0,98.8,-15.34,50.3,0,0,0,High,Rain,73.97,62.93,265.69,3.5,113.621,10784.5,419.67,12548.69,1035.46,304.504,0.76571,304.504,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-18 19:15:05.304017,thanos::sroute:061cbd67-f34d-4ccd-b81d-557b8bd7e50f,FTL,trip-153729810530379286,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),2018-09-18 21:19:29.218846,2018-09-19 19:46:55.217392,1347.0,True,66,2018-09-19 18:02:08,66.38243497300174,94.0,73.0,80.2866,1.2876712328767124,28.0,19.0,21.9938,1.4736842105263157,Delhivery,DLV-WAI-00398,2018-09-18,2018-09-18,2018-09-18 23:32:29,2018-09-18,On Time,0,0.0,Electronics,SELLER-108,Vadodara_Karelibaug_DPC,Gujarat,2079.35,346.65,Road,Delhivery,IND000000ACB_IND390022AAA,IND000000ACB,Trailer,30000,9377.5,36.69,3,2.217,1.567,21.0,28.77,-17.32,77.66,0,0,0,Medium,Clear,55.64,17.18,1258.34,2.8,24.373,2178.01,61.78,2750.18,223.96,65.319,0.95714,65.319,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-29 09:06:59.355513,thanos::sroute:f6912dfd-a9cf-4ea7-a7ce-1403d4a419b4,FTL,trip-153821201935528941,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-29 09:06:59.355513,2018-09-30 00:05:04.475503,898.0,True,440,2018-09-29 12:52:02,442.0522352517088,657.0,397.0,504.51570000000004,1.654911838790932,17.0,17.0,23.8635,1.0,Delhivery,DLV-WAI-00399,2018-09-29,2018-09-29,2018-09-29 16:43:59,2018-09-29,Delayed,1,200.0,Electronics,SELLER-116,Bangalore_Nelmngla_H,Karnataka,2290.36,2109.36,Road,Delhivery,IND501359AAE_IND562132AAA,IND501359AAE,Trailer,30000,11132.7,42.16,7,7.617,10.95,260.0,65.49,-12.38,60.43,1,0,0,Medium,Rain,72.17,40.98,242.85,2.8,157.876,14931.95,427.61,17260.98,680.27,423.107,0.95714,423.107,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-14 06:19:29.715443,thanos::sroute:dca6268f-741a-4d1a-b1b0-aab13095a366,FTL,trip-153690596971506619,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-14 06:19:29.715443,2018-09-16 11:59:27.195639,3219.0,True,396,2018-09-16 01:35:27,396.7879755834105,583.0,360.0,454.31559999999996,1.6194444444444445,20.0,22,30.0288,0.9090909090909091,Delhivery,DLV-WAI-00400,2018-09-14,2018-09-14,2018-09-14 13:19:29,2018-09-14,Delayed,1,163.0,Home & Kitchen,SELLER-097,Bangalore_Nelmngla_H,Karnataka,5967.82,1704.43,Road,Delhivery,IND000000ACB_IND562132AAA,IND000000ACB,Truck,12000,5644.0,44.83,8,7.0,9.717,223.0,61.94,-12.66,61.75,0,0,0,Medium,Rain,76.09,44.34,2639.83,4.5,88.175,7802.5,653.51,10670.46,698.92,236.309,0.59556,236.309,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-30 01:14:25.968524,thanos::sroute:fd3f8f99-87fc-4613-8abc-fb48199a37ac,Carting,trip-153827006596814170,IND585222AAA,Sedam_DBRCmplx_D (Karnataka),IND585307AAB,Chincholi_Mainroad_D (Karnataka),2018-09-30 05:07:11.706198,2018-09-30 06:46:12.309184,99.0,True,9,2018-09-30 06:32:30,9.16157102447823,11.0,9.0,9.8087,1.2222222222222223,11.0,9.0,9.8087,1.2222222222222223,Delhivery,DLV-WAI-00401,2018-09-30,2018-09-30,2018-09-30 06:16:11,2018-09-30,On Time,0,0.0,Beauty & Personal Care,SELLER-045,Chincholi_Mainroad_D,Karnataka,2049.78,93.04,Road,Delhivery,IND585222AAA_IND585307AAB,IND585222AAA,LCV,2500,1445.7,59.86,2,1.15,0.183,2.0,22.22,-6.6,81.82,1,0,0,Medium,Clear,84.67,14.88,94.99,7.32,1.252,113.88,14.25,506.42,206.08,3.357,0.36637,3.357,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-16 18:32:00.631640,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153712272063128146,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-16 18:32:00.631640,2018-09-18 21:25:51.406298,3053.0,True,1276,2018-09-17 09:41:21,1276.2494517227728,2126.0,1169.0,1561.8127,1.8186484174508126,58.0,16.0,23.4425,3.625,Delhivery,DLV-WAI-00402,2018-09-16,2018-09-16,2018-09-17 15:01:00,2018-09-18,Delayed,1,897.0,Beauty & Personal Care,SELLER-065,Bangalore_Nelmngla_H,Karnataka,2966.83,5531.76,Road,Delhivery,IND000000ACB_IND562132AAA,IND000000ACB,Trailer,30000,7205.5,35,24,20.483,35.433,957.0,81.86,-18.28,54.99,1,0,0,Medium,Rain,61.42,153.36,932.45,2.8,474.122,42614.89,1839.68,49815.95,2228.45,1270.646,0.95714,1270.646,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-16 13:49:03.943641,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153710574394338691,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-16 13:49:03.943641,2018-09-18 11:28:30.764697,2739.0,True,792,2018-09-17 12:17:19,792.5404361084412,1372.0,625.0,882.8775,2.1952,28.0,17.0,25.1161,1.6470588235294117,Delhivery,DLV-WAI-00403,2018-09-16,2018-09-16,2018-09-17 01:14:03,2018-09-17,Delayed,1,687.0,Beauty & Personal Care,SELLER-048,Bhubaneshwar_Hub,Orissa,1095.68,2509.33,Road,Delhivery,IND562132AAA_IND751002AAB,IND562132AAA,Heavy Truck,20000,11428.8,54.71,23,11.417,22.867,747.0,119.52,-10.23,45.55,1,0,0,High,Rain,78.21,123.44,1367.67,3.46,229.136,20799.64,1100.58,25317.96,2125.57,614.084,0.77483,614.084,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-30 17:54:50.209434,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153833009020902385,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-30 17:54:50.209434,2018-10-02 22:19:22.147780,3144.0,True,1276,2018-10-01 12:32:31,1276.059458306195,2021.0,1169.0,1562.1551000000002,1.7288280581693756,74.0,16.0,23.471,4.625,Delhivery,DLV-WAI-00404,2018-09-30,2018-09-30,2018-10-01 14:23:50,2018-10-02,Delayed,1,792.0,Sports & Fitness,SELLER-133,Bangalore_Nelmngla_H,Karnataka,2579.03,4297.73,Road,Delhivery,IND000000ACB_IND562132AAA,IND000000ACB,Trailer,30000,13314.1,42.61,23,20.483,33.683,852.0,72.88,-18.31,57.84,1,0,0,High,Rain,71.44,135.04,1127.88,2.8,474.226,43600.2,1721.1,52353.73,1357.35,1270.925,0.95714,1270.925,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-12 07:12:10.866551,thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,FTL,trip-153673633086629901,IND144001AAB,Jalandhar_DPC (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),2018-09-13 01:46:24.233090,2018-09-13 04:14:14.492831,147.0,True,22,2018-09-13 03:18:12,22.01601914386841,48.0,21.0,30.9239,2.2857142857142856,48.0,21.0,30.9239,2.2857142857142856,Delhivery,DLV-WAI-00405,2018-09-12,2018-09-13,2018-09-13 03:07:24,2018-09-13,On Time,0,0.0,Apparel,SELLER-072,Ludhiana_MilrGanj_HB,Punjab,1510.83,220.97,Road,Delhivery,IND144001AAB_IND000000ACA,IND144001AAB,Heavy Truck,20000,15924.5,87.99,1,1.35,0.8,27.0,128.57,-28.81,43.75,0,0,0,Medium,Clear,74.38,17.96,104.0,3.17,8.298,746.01,19.9,1112.41,238.37,22.239,0.84607,22.239,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-25 06:35:45.015740,thanos::sroute:ad01057e-be3e-42d5-8380-4fd6d174ec89,Carting,trip-153785734501548963,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),2018-09-25 06:35:45.015740,2018-09-25 11:07:22.271081,271.0,False,21,2018-09-25 07:29:56,21.01547377677303,86.0,24.0,28.008200000000002,3.5833333333333335,40.0,5.0,4.492,8.0,Delhivery,DLV-WAI-00406,2018-09-25,2018-09-25,2018-09-25 07:59:45,2018-09-25,Delayed,1,2.0,Apparel,SELLER-101,Mumbai Hub,Maharashtra,3463.12,121.41,Road,Delhivery,IND421302AAG_IND400072AAB,IND421302AAG,LCV,2500,1639.9,62.4,2,1.4,1.433,62.0,258.33,-24.97,27.91,0,0,0,Medium,Clear,66.6,15.47,186.57,7.27,3.276,297.52,38.01,746.71,332.74,8.779,0.36877,8.779,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-10-03 04:51:11.487455,thanos::sroute:506c52ff-dc43-4c46-ba24-2b137a54be9e,Carting,trip-153854227148721071,IND402301AAA,Mahad_Govndsgr_D (Maharashtra),IND402107AAA,Pen_BljiMrkt_D (Maharashtra),2018-10-03 07:39:54.835487,2018-10-03 09:58:38.048707,138.0,True,36,2018-10-03 08:53:55,36.12445360762138,57.0,30.0,42.4983,1.9,11.0,6.0,9.076600000000001,1.8333333333333333,Delhivery,DLV-WAI-00407,2018-10-03,2018-10-03,2018-10-03 09:09:54,2018-10-03,On Time,0,0.0,Beauty & Personal Care,SELLER-057,Pen_BljiMrkt_D,Maharashtra,1742.69,168.51,Road,Delhivery,IND402301AAA_IND402107AAA,IND402301AAA,LCV,2500,1782.7,76.51,2,1.5,0.95,27.0,90.0,-15.0,52.63,0,0,1,High,Rain,89.8,18.58,81.64,7.0,5.159,482.03,38.32,953.62,248.29,13.825,0.3827,13.825,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-18 04:58:11.525343,thanos::sroute:dca6268f-741a-4d1a-b1b0-aab13095a366,FTL,trip-153724669152508574,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-18 04:58:11.525343,2018-09-20 09:24:32.542721,3146.0,True,506,2018-09-19 20:55:18,506.12071731791576,688.0,457.0,594.2076999999999,1.5054704595185995,34.0,25.0,39.325199999999995,1.36,Delhivery,DLV-WAI-00408,2018-09-18,2018-09-18,2018-09-18 13:35:11,2018-09-18,Delayed,1,171.0,Grocery,SELLER-125,Bangalore_Nelmngla_H,Karnataka,3699.88,2333.64,Road,Delhivery,IND000000ACB_IND562132AAA,IND000000ACB,Truck,12000,4477.9,35,8,8.617,11.467,231.0,50.55,-14.82,66.42,0,0,0,Medium,Clear,76.12,45.77,2463.68,4.5,112.471,10229.7,368.57,12902.67,546.16,301.423,0.59556,301.423,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-12 20:31:10.925409,thanos::sroute:da9dfb1c-ec9b-40c6-86dd-07fcf69c958e,FTL,trip-153678427092512130,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND413002AAA,Solapur_Central_I_2 (Maharashtra),2018-09-12 20:31:10.925409,2018-09-13 10:19:20.338047,828.0,True,198,2018-09-13 04:23:28,198.35019817454466,335.0,155.0,218.55870000000002,2.161290322580645,41.0,18.0,25.867099999999997,2.2777777777777777,Delhivery,DLV-WAI-00409,2018-09-12,2018-09-12,2018-09-13 00:06:10,2018-09-13,Delayed,1,120.0,Home & Kitchen,SELLER-010,Solapur_Central_I_2,Maharashtra,2156.77,761.34,Road,Delhivery,IND421302AAG_IND413002AAA,IND421302AAG,Heavy Truck,20000,13723.2,69.25,6,3.583,5.583,180.0,116.13,-9.25,46.27,0,0,0,Medium,Rain,73.7,33.65,497.62,3.33,59.537,5680.46,163.54,7079.36,504.29,159.559,0.80443,159.559,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-30 22:15:06.367921,thanos::sroute:e866c00e-7bac-4648-aefb-bed86933f8ec,FTL,trip-153834570636760683,IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-10-02 00:36:09.750320,2018-10-02 05:22:57.160870,286.0,True,44,2018-10-02 03:50:01,44.05958712770144,74.0,42.0,58.652,1.7619047619047619,27.0,15.0,21.9866,1.8,Delhivery,DLV-WAI-00410,2018-09-30,2018-10-02,2018-10-02 02:18:09,2018-10-02,On Time,0,0.0,Sports & Fitness,SELLER-012,Surat_HUB,Gujarat,1822.73,285.34,Road,Delhivery,IND390022AAA_IND395023AAA,IND390022AAA,Heavy Truck,20000,5732.4,35,2,1.7,1.233,32.0,76.19,-24.88,56.76,0,0,0,Medium,Cloudy,68.99,18.9,217.83,3.5,14.244,1295.2,83.49,1803.67,273.25,38.174,0.76571,38.174,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-15 17:32:11.877348,thanos::sroute:a0b4de1b-f2d3-4bf9-a9eb-0c418bf4d083,FTL,trip-153703273187708604,IND415003AAA,Satara_DC (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-15 23:59:22.209315,2018-09-16 05:32:13.510352,332.0,True,88,2018-09-16 01:01:27,89.09899915113355,133.0,100.0,106.2057,1.33,32.0,27.0,28.9376,1.1851851851851851,Delhivery,DLV-WAI-00411,2018-09-15,2018-09-15,2018-09-16 02:39:22,2018-09-16,On Time,0,0.0,Grocery,SELLER-070,Pune_Tathawde_H,Maharashtra,2711.35,302.15,Road,Delhivery,IND415003AAA_IND411033AAA,IND415003AAA,Trailer,30000,9682.2,37.56,3,2.667,2.217,33.0,33.0,-16.11,75.19,1,0,0,Low,Rain,81.91,14.23,199.28,2.8,32.241,2928.48,108.54,3674.83,252.44,86.406,0.95714,86.406,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-27 19:55:17.273207,thanos::sroute:ca36a894-c251-4fed-b41b-788dc59f47f2,FTL,trip-153807811727295605,IND174101AAB,Nalagarh_Central_DPP_2 (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-28 06:45:51.563822,2018-09-28 09:41:41.102154,175.0,False,69,2018-09-28 07:02:28,69.00955046893068,155.0,77.0,84.6605,2.012987012987013,6.0,1,2.4523,6.0,Delhivery,DLV-WAI-00412,2018-09-27,2018-09-28,2018-09-28 09:02:51,2018-09-28,Delayed,1,18.0,Electronics,SELLER-077,Chandigarh_Mehmdpur_H,Punjab,869.44,352.93,Road,Delhivery,IND174101AAB_IND160002AAC,IND174101AAB,Truck,12000,8388.7,58.25,2,2.283,2.583,78.0,101.3,-18.49,49.68,0,0,0,Medium,Clear,75.82,17.1,26.47,4.41,16.328,1542.61,84.26,2265.39,334.18,43.76,0.6081,43.76,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
